Code,Scheme NAV Name,mf,tp
120258,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,20.0,1.0
112351,Kotak Nifty ETF,17.0,1.0
112352,IDFC Regular Savings Fund - Regular Plan - IDCW,48.0,1.0
112353,IDFC Regular Savings Fund - Regular Plan - Growth,48.0,1.0
113361,IDFC Regular Savings Fund - Regular Plan - Quarterly IDCW,48.0,1.0
118490,IDFC Regular Savings Fund-Direct Plan-IDCW,48.0,1.0
118491,IDFC Regular Savings Fund-Direct Plan-Growth  ,48.0,1.0
118492,IDFC Regular Savings Fund-Direct Plan-Quarterly IDCW,48.0,1.0
112354,Axis Short Term Fund - Regular Plan - Growth Option,53.0,1.0
112355,Axis Short Term Fund - Regular Plan - Monthly IDCW,53.0,1.0
112369,Axis Short Term Fund - Regular Plan - Weekly IDCW,53.0,1.0
112721,Axis Short Term Fund - Retail Plan - Growth Option,53.0,1.0
112722,Axis Short Term Fund - Retail Plan - Weekly IDCW,53.0,1.0
112723,Axis Short Term Fund - Retail Plan - Monthly IDCW,53.0,1.0
133895,Axis Short Term Fund - Regular Plan - Regular IDCW,53.0,1.0
120510,Axis Short Term Fund - Direct Plan - Growth Option,53.0,1.0
120511,Axis Short Term Fund - Direct Plan - Monthly IDCW,53.0,1.0
120512,Axis Short Term Fund - Direct Plan - Weekly IDCW,53.0,1.0
133894,Axis Short Term Fund - Direct Plan - Regular IDCW,53.0,1.0
112359,BOI AXA Manufacturing & Infrastructure Fund-Growth,46.0,1.0
112360,BOI AXA Manufacturing & Infrastructure Fund-Quarterly IDCW,46.0,1.0
112361,BOI AXA Manufacturing & Infrastructure Fund-Regular IDCW,46.0,1.0
119363,BOI AXA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW,46.0,1.0
119364,BOI AXA Manufacturing & Infrastructure Fund-Direct Plan-Growth,46.0,1.0
119365,BOI AXA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW,46.0,1.0
112368,Invesco India Gold Exchange Traded Fund,42.0,1.0
112636,Navi Liquid Fund-Regular Plan-Growth Option,54.0,1.0
112645,Navi Liquid Fund - Regular Plan Daily IDCW,54.0,1.0
112646,Navi Liquid Fund - Regular Plan Weekly IDCW,54.0,1.0
112647,Navi Liquid Fund - Regular Plan Monthly IDCW,54.0,1.0
119161,Navi Liquid Fund - Direct Plan Monthly IDCW - Payout,54.0,1.0
119162,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout,54.0,1.0
139386,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years,54.0,1.0
140437,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years,54.0,1.0
119163,Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment,54.0,1.0
119164,Navi Liquid Fund-Direct Plan-Growth Option,54.0,1.0
112408,Navi Ultra Short Term Fund - Regular Plan-Growth Option,54.0,1.0
112648,Navi Ultra Short Term Fund - Regular Plan Daily IDCW,54.0,1.0
112649,Navi Ultra Short Term Fund - Regular Plan Monthly IDCW,54.0,1.0
112658,Navi Ultra Short Term Fund - Regular Plan Weekly IDCW,54.0,1.0
119185,Navi Ultra Short Term Fund - Direct Plan Daily IDCW - ReInvestment,54.0,1.0
119186,Navi Ultra Short Term Fund - Direct Plan-Growth Option,54.0,1.0
119187,Navi Ultra Short Term Fund - Direct Plan Monthly IDCW Payout,54.0,1.0
119188,Navi Ultra Short Term Fund - Direct Plan Weekly IDCW - Payout,54.0,1.0
112410,L&T Triple Ace Bond Fund-Regular Plan-Growth,56.0,1.0
134423,L&T Triple Ace Bond Fund - Direct Plan - Annual IDCW ,56.0,1.0
134424,L&T Triple Ace Bond Fund - Regular Plan - Annual IDCW,56.0,1.0
119844,L&T Triple Ace Bond Fund - Direct Plan -Growth,56.0,1.0
119846,L&T Triple Ace Bond Fund - Direct Plan -Semi Annual IDCW,56.0,1.0
119847,L&T Triple Ace Bond Fund -Direct Plan- Quarterly IDCW,56.0,1.0
112414,L&T Triple Ace Bond Fund - Regular Plan - Quarterly IDCW,56.0,1.0
112416,L&T Triple Ace Bond Fund -Regular Plan - Semi Annual IDCW,56.0,1.0
112420,L&T Triple Ace Bond Fund -Regular Plan - Bonus,56.0,1.0
112422,L&T Ultra Short Term Fund -Regular - Cumulative,56.0,1.0
112423,L&T Ultra Short Term Fund - Regular Plan - Growth,56.0,1.0
112424,L&T Ultra Short Term Fund-Regular Plan - Weekly IDCW,56.0,1.0
112425,L&T Ultra Short Term Fund- Regular Plan - Daily IDCW,56.0,1.0
119848,L&T Ultra Short Term Fund- Direct Plan - Daily IDCW,56.0,1.0
119849,L&T Ultra Short Term Fund-Direct Plan - Growth,56.0,1.0
119850,L&T Ultra Short Term Fund- Direct Plan- Weekly IDCW,56.0,1.0
129925,L&T Ultra Short Term Fund - Direct Plan - Bonus,56.0,1.0
129926,L&T Ultra Short Term Fund - Regular Plan - Bonus,56.0,1.0
112428,L&T Gilt Fund - Regular Plan - Quarterly IDCW,56.0,1.0
112429,L&T Gilt Fund - Regular Plan - Growth,56.0,1.0
119425,L&T Gilt Fund - Direct Plan - Growth,56.0,1.0
119426,L&T Gilt Fund - Direct Plan - Quarterly IDCW,56.0,1.0
112445,L&T Liquid Fund -Regular Plan - Daily IDCW,56.0,1.0
122235,L&T Liquid Fund - Direct Plan - Weekly IDCW,56.0,1.0
112457,L&T Liquid Fund -Regular Plan - Growth,56.0,1.0
112458,L&T Liquid Fund - Regular Plan - Weekly IDCW,56.0,1.0
119790,L&T Liquid Fund - Direct Plan -Growth,56.0,1.0
119791,L&T Liquid Fund - Direct Plan -Daily IDCW,56.0,1.0
112461,L&T Ultra Short Term Fund - Regular Plan -Semi Annual IDCW,56.0,1.0
112475,L&T Ultra Short Term Fund - Regular Plan - Monthly IDCW,56.0,1.0
119851,L&T Ultra Short Term Fund-Direct Plan -Monthly IDCW,56.0,1.0
112487,L&T Conservative Hybrid Fund- Regular Plan - Growth,56.0,1.0
119852,L&T Conservative Hybrid Fund -Direct Plan- Growth,56.0,1.0
112488,L&T Conservative Hybrid Fund -Regular Plan - Monthly IDCW,56.0,1.0
119853,L&T Conservative Hybrid Fund -Direct Plan-Monthly IDCW,56.0,1.0
112489,L&T Conservative Hybrid Fund -Regular Plan -Quarterly IDCW,56.0,1.0
119854,L&T Conservative Hybrid Fund -Direct Plan-Quarterly IDCW,56.0,1.0
112495,L&T Mid Cap Fund-Regular Plan-IDCW,56.0,1.0
112496,L&T Mid Cap Fund-Regular Plan-Growth,56.0,1.0
119806,L&T Mid Cap Fund-Direct Plan -IDCW,56.0,1.0
119807,L&T Mid Cap Fund-Direct Plan-Growth,56.0,1.0
112600,L&T Infrastructure Fund - Regular Plan - Growth,56.0,1.0
112601,L&T Infrastructure Fund - Regular Plan - IDCW,56.0,1.0
119412,L&T Infrastructure Fund-Direct Plan-IDCW,56.0,1.0
119413,L&T Infrastructure Fund -Direct Plan-Growth,56.0,1.0
112630,L&T Credit Risk Fund- Regular Plan - Bonus,56.0,1.0
112631,L&T Credit Risk Fund- Regular Plan - IDCW,56.0,1.0
112632,L&T Credit Risk Fund - Regular Plan - Growth,56.0,1.0
119785,L&T Credit Risk Fund - Direct Plan - IDCW,56.0,1.0
119786,L&T Credit Risk Fund- Direct Plan - Growth,56.0,1.0
134332,L&T Credit Risk Fund - Direct Plan -Annual IDCW,56.0,1.0
134331,L&T Credit Risk Fund - Regular Plan - Annual IDCW,56.0,1.0
112867,Sundaram Debt Oriented Hybrid Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
112868,Sundaram Debt Oriented Hybrid Fund Regular Plan - Growth,33.0,1.0
119635,Sundaram Debt Oriented Hybrid Fund Direct Plan - Growth,33.0,1.0
119636,Sundaram Debt Oriented Hybrid Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
119637,Sundaram Debt Oriented Hybrid Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
119638,Sundaram Debt Oriented Hybrid Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
112869,Sundaram Debt Oriented Hybrid Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
112870,Sundaram Debt Oriented Hybrid Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),33.0,1.0
118483,IDFC Nifty Fund-Direct Plan-IDCW,48.0,1.0
112877,IDFC Nifty Fund - Regular Plan - Growth,48.0,1.0
112878,IDFC Nifty Fund - Regular Plan - IDCW,48.0,1.0
118482,IDFC Nifty Fund-Direct Plan-Growth,48.0,1.0
112901,DSP Focus Fund - Regular Plan - Growth,6.0,1.0
113032,DSP Focus Fund - Regular Plan - IDCW,6.0,1.0
119095,DSP Focus Fund - Direct Plan - IDCW,6.0,1.0
119096,DSP Focus Fund - Direct Plan - Growth,6.0,1.0
112943,Baroda Large cap Fund - Plan A - Growth Option,4.0,1.0
112944,Baroda Large cap Fund - Plan A - IDCW Option,4.0,1.0
119366,Baroda Large cap Fund - Plan B (Direct) - IDCW Option,4.0,1.0
119367,Baroda Large cap Fund - Plan B (Direct) - Growth Option,4.0,1.0
113062,IDBI Nifty Index Fund IDCW,57.0,1.0
113063,IDBI NIFTY Index Fund Growth,57.0,1.0
118347,IDBI NIFTY Index Fund Growth Direct,57.0,1.0
118455,IDBI Nifty Index Fund IDCW Direct,57.0,1.0
112923,SBI PSU Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.0,1.0
113099,SBI PSU Fund - REGULAR PLAN -Growth,22.0,1.0
119732,SBI PSU Fund - DIRECT PLAN - GROWTH,22.0,1.0
119733,SBI PSU Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.0,1.0
112924,Axis Regular Saver Fund - Regular Plan - Growth Option,53.0,1.0
112925,Axis Regular Saver Fund - Regular Plan - Quarterly IDCW,53.0,1.0
112926,Axis Regular Saver Fund - Regular Plan - Half Yearly IDCW,53.0,1.0
120478,Axis Regular Saver Fund - Direct Plan - Half Yearly,53.0,1.0
120479,Axis Regular Saver Fund - Direct Plan - Quarterly,53.0,1.0
120480,Axis Regular Saver Fund- Direct Plan - Growth Option,53.0,1.0
112927,Axis Regular Saver Fund - Regular Plan - Annual IDCW,53.0,1.0
120477,Axis Regular Saver Fund - Direct Plan - Annual IDCW,53.0,1.0
112931,Mirae Asset Emerging Bluechip Fund Regular IDCW,45.0,1.0
112932,Mirae Asset Emerging Bluechip Fund - Regular Plan - Growth Option,45.0,1.0
118834,Mirae Asset Emerging Bluechip Fund - Direct Plan - Growth,45.0,1.0
118835,Mirae Asset Emerging Bluechip Fund Direct IDCW,45.0,1.0
112936,Nippon India Equity Hybrid Fund - Growth Plan,21.0,1.0
112937,NIPPON INDIA EQUITY HYBRID FUND - IDCW Option,21.0,1.0
118793,NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - IDCW Option,21.0,1.0
118794,Nippon India Equity Hybrid Fund  - Direct Plan Growth Plan,21.0,1.0
122765,NIPPON INDIA EQUITY HYBRID FUND - QUARTERLY IDCW Option,21.0,1.0
122766,NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - QUARTERLY IDCW Option,21.0,1.0
148267,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option,21.0,1.0
148268,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,21.0,1.0
148269,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,21.0,1.0
148270,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,21.0,1.0
148271,Nippon India Equity Hybrid Fund - Segregated Portfolio 2 - Growth Plan,21.0,1.0
148272,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,21.0,1.0
147687,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,21.0,1.0
147688,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,21.0,1.0
147689,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,21.0,1.0
147690,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,21.0,1.0
148265,Nippon India Equity Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,21.0,1.0
148266,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,21.0,1.0
139679,NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option,21.0,1.0
139680,NIPPON INDIA EQUITY HYBRID FUND - MONTHLY IDCW Option,21.0,1.0
147683,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,21.0,1.0
147684,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,21.0,1.0
147685,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Growth Plan,21.0,1.0
147686,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option,21.0,1.0
112938,Nippon India Credit Risk Fund  - Growth Plan,21.0,1.0
112939,Nippon India Credit Risk Fund  - Institutional Growth Plan,21.0,1.0
112941,NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,21.0,1.0
148260,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,21.0,1.0
148261,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,21.0,1.0
148262,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,21.0,1.0
148263,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,21.0,1.0
148264,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,21.0,1.0
148097,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,21.0,1.0
148098,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,21.0,1.0
148100,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,21.0,1.0
148101,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,21.0,1.0
148258,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,21.0,1.0
148259,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,21.0,1.0
148094,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,21.0,1.0
148095,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,21.0,1.0
148096,NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,21.0,1.0
118780,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,21.0,1.0
118781,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,21.0,1.0
132871,NIPPON INDIA CREDIT RISK FUND - IDCW Option,21.0,1.0
132873,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,21.0,1.0
112948,Taurus Nifty Index Fund - Regular Plan - Growth,26.0,1.0
112949,Taurus Nifty Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,26.0,1.0
118881,Taurus Nifty Index Fund - Direct Plan - Growth,26.0,1.0
118882,Taurus Nifty Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,26.0,1.0
112957,ICICI Prudential Nifty Next 50 Index Fund - Growth,20.0,1.0
112958,ICICI Prudential Nifty Next 50 Index Fund -IDCW,20.0,1.0
120683,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  IDCW,20.0,1.0
120684,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,20.0,1.0
113141,Navi Regular Savings Fund - Monthly IDCW,54.0,1.0
113142,Navi Regular Savings Fund-Growth,54.0,1.0
113143,Navi Regular Savings Fund - Quarterly IDCW,54.0,1.0
119156,Navi Regular Savings Fund-Direct Plan-Growth Option,54.0,1.0
119157,Navi Regular Savings Fund - Direct Plan Monthly IDCW,54.0,1.0
119158,Navi Regular Savings Fund - Direct Plan Quarterly IDCW,54.0,1.0
113036,Baroda Short Term Bond Fund - Plan A - Growth Option,4.0,1.0
113037,Baroda Short Term Bond Fund - Plan A - Monthly IDCW Option,4.0,1.0
119399,Baroda Short Term Bond Fund - Plan B (Direct) - Monthly IDCW Option,4.0,1.0
119400,Baroda Short Term Bond Fund - Plan B (Direct) - Growth Option,4.0,1.0
140463,Baroda Short Term Bond Fund - Plan B - (Direct) - Quarterly IDCW,4.0,1.0
140465,Baroda Short Term Bond Fund - Plan A - Quarterly IDCW ,4.0,1.0
113047,HDFC Short Term  Debt Fund - Growth Option,9.0,1.0
113048,HDFC Short Term  Debt Fund - Fortnightly IDCW Option,9.0,1.0
119015,HDFC Short Term  Debt Fund - Fortnightly IDCW - Direct Plan,9.0,1.0
119016,HDFC Short Term  Debt Fund - Growth Option - Direct Plan,9.0,1.0
133367,HDFC Short Term  Debt Fund - Normal IDCW - Direct Plan,9.0,1.0
133368,HDFC Short Term  Debt Fund - Normal IDCW Option,9.0,1.0
113049,HDFC Gold Exchange Traded Fund. - Growth Option,9.0,1.0
113064,Axis Triple Advantage Fund - Regular Plan - Growth Option,53.0,1.0
113065,Axis Triple Advantage Fund - Regular Plan - IDCW,53.0,1.0
120523,Axis Triple Advantage Fund - Direct Plan - IDCW,53.0,1.0
120524,Axis Triple Advantage Fund - Direct Plan - Growth Option,53.0,1.0
113069,Motilal Oswal M50 ETF (MOFM50),55.0,1.0
132848,HDFC Corporate Bond Fund - IDCW Option,9.0,1.0
132849,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,9.0,1.0
113070,HDFC Corporate Bond Fund - Growth Option,9.0,1.0
113071,HDFC Corporate Bond Fund - Quarterly IDCW Option,9.0,1.0
118986,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,9.0,1.0
118987,HDFC Corporate Bond Fund - Growth Option - Direct Plan,9.0,1.0
113076,ICICI Prudential Gold ETF,20.0,1.0
113077,UTI Dynamic Bond Fund - Regular Plan - Growth Option,28.0,1.0
113078,UTI Dynamic Bond Fund - Regular Plan - Quarterly IDCW,28.0,1.0
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option,28.0,1.0
120763,UTI Dynamic Bond Fund - Direct Plan - Quarterly IDCW,28.0,1.0
133180,UTI Dynamic Bond Fund - Direct Plan - Flexi IDCW,28.0,1.0
133852,UTI Dynamic Bond Fund - Regular Plan - Annual IDCW,28.0,1.0
134788,UTI Dynamic Bond Fund - Direct Plan - Half-Yearly IDCW,28.0,1.0
135336,UTI Dynamic Bond Fund - Regular Plan - Flexi IDCW,28.0,1.0
135536,UTI Dynamic Bond Fund - Direct Plan - Annual IDCW,28.0,1.0
139181,UTI Dynamic Bond Fund - Regular Plan - Half-Yearly IDCW,28.0,1.0
113104,IDBI Liquid Fund- Monthly IDCW,57.0,1.0
118345,IDBI Liquid Fund Growth Direct,57.0,1.0
118449,IDBI Liquid Fund- Monthly IDCW Direct,57.0,1.0
118450,IDBI Liquid Fund-Daily IDCW Direct,57.0,1.0
118451,IDBI Liquid Fund-Weekly IDCW Direct,57.0,1.0
126163,IDBI Liquid Fund Bonus Direct,57.0,1.0
113096,IDBI Liquid Fund-Growth,57.0,1.0
113102,IDBI Liquid Fund-Daily IDCW,57.0,1.0
113103,IDBI Liquid Fund-Weekly IDCW,57.0,1.0
113177,Nippon India Small Cap Fund - Growth Plan - Growth Option,21.0,1.0
113178,Nippon India Small Cap Fund - Growth Plan - Bonus Option,21.0,1.0
113179,NIPPON INDIA SMALL CAP FUND - IDCW Option,21.0,1.0
118775,NIPPON INDIA SMALL CAP FUND - Direct Plan - IDCW Option,21.0,1.0
118777,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,21.0,1.0
118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,21.0,1.0
113221,CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - GROWTH OPTION,32.0,1.0
113222,CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),32.0,1.0
118269,CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - GROWTH OPTION,32.0,1.0
118270,CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),32.0,1.0
113249,IDBI Nifty Junior Index Fund Growth,57.0,1.0
113250,IDBI Nifty Junior Index Fund IDCW,57.0,1.0
118348,IDBI Nifty Junior Index Fund Growth Direct,57.0,1.0
118456,IDBI Nifty Junior Index Fund IDCW Direct,57.0,1.0
113251,IDBI UST Growth,57.0,1.0
113252,IDBI UST Daily IDCW,57.0,1.0
113253,IDBI UST Weekly IDCW,57.0,1.0
113254,IDBI UST Monthly IDCW,57.0,1.0
118350,IDBI UST Growth Direct,57.0,1.0
118459,IDBI UST Daily IDCW Direct,57.0,1.0
118460,IDBI UST Monthly IDCW Direct,57.0,1.0
118461,IDBI UST Weekly IDCW Direct,57.0,1.0
126165,IDBI UST Bonus Regular,57.0,1.0
126166,IDBI UST Bonus Direct,57.0,1.0
113269,Nippon India Index Fund - Sensex Plan - Growth Plan - Growth Option,21.0,1.0
113270,Nippon India Index Fund - Sensex Plan - Growth Plan - Bonus Option,21.0,1.0
113271,NIPPON INDIA INDEX FUND - SENSEX PLAN - QUARTERLY - IDCW Option,21.0,1.0
113294,NIPPON INDIA INDEX FUND - SENSEX PLAN - HALF YEARLY - IDCW Option,21.0,1.0
113295,NIPPON INDIA INDEX FUND - SENSEX PLAN - ANNUAL - IDCW Option,21.0,1.0
118785,Nippon India Index Fund - Sensex Plan - Direct Plan Growth Plan - Bonus Option,21.0,1.0
118786,NIPPON INDIA INDEX FUND - SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option,21.0,1.0
118788,NIPPON INDIA INDEX FUND - SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,21.0,1.0
118790,NIPPON INDIA INDEX FUND - SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option,21.0,1.0
118791,Nippon India Index Fund - Sensex Plan - Direct Plan Growth Plan - Growth Option,21.0,1.0
118745,NIPPON INDIA INDEX FUND - NIFTY PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,21.0,1.0
113299,NIPPON INDIA INDEX FUND - NIFTY PLAN - HALF YEARLY - IDCW Option,21.0,1.0
113300,NIPPON INDIA INDEX FUND - NIFTY PLAN - ANNUAL - IDCW Option,21.0,1.0
118740,NIPPON INDIA INDEX FUND - NIFTY PLAN - DIRECT Plan - QUARTERLY - IDCW Option,21.0,1.0
118741,Nippon India Index Fund - Nifty Plan - Direct Plan Growth Plan - Growth Option,21.0,1.0
118742,Nippon India Index Fund - Nifty Plan - Direct Plan Growth Plan - Bonus Option,21.0,1.0
118743,NIPPON INDIA INDEX FUND - NIFTY PLAN - DIRECT Plan - ANNUAL - IDCW Option,21.0,1.0
113296,Nippon India Index Fund - Nifty Plan - Growth Plan - Growth Option,21.0,1.0
113297,Nippon India Index Fund - Nifty Plan - Growth Plan - Bonus Option,21.0,1.0
113298,NIPPON INDIA INDEX FUND - NIFTY PLAN - QUARTERLY - IDCW Option,21.0,1.0
113327,Baroda Mid-cap Fund- Plan A - Growth Option,4.0,1.0
113328,Baroda Mid-cap Fund- Plan A - IDCW Option,4.0,1.0
119313,Baroda Mid-cap Fund-Plan B (Direct)-IDCW Option,4.0,1.0
119392,Baroda Mid-cap Fund- Plan B (Direct) - Growth Option,4.0,1.0
113345,Nippon India Arbitrage Fund - Growth Plan - Growth Option,21.0,1.0
113346,NIPPON INDIA ARBITRAGE FUND - IDCW Option,21.0,1.0
118585,Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,21.0,1.0
118587,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - IDCW Option,21.0,1.0
128820,NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option,21.0,1.0
128821,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option,21.0,1.0
113434,Axis Gold ETF,53.0,1.0
113460,BNP PARIBAS MULTI CAP Fund-Growth Option,59.0,1.0
113461,BNP PARIBAS MULTI CAP Fund-Income Distribution cum Capital Withdrawal Option,59.0,1.0
119987,BNP Paribas MULTI CAP Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option,59.0,1.0
119988,BNP Paribas MULTI CAP Fund - Direct Plan - Growth Option,59.0,1.0
113463,BNP Paribas Long Term Equity Fund - Growth Option,59.0,1.0
113464,BNP Paribas Long Term Equity Fund-Income Distribution cum Capital Withdrawal Option,59.0,1.0
120146,BNP Paribas Long Term Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option,59.0,1.0
120147,BNP Paribas Long Term Equity Fund - Direct Plan - Growth Option,59.0,1.0
113476,BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option,59.0,1.0
113477,BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal Option,59.0,1.0
113478,BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal Option,59.0,1.0
113483,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),59.0,1.0
117944,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,59.0,1.0
120009,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,59.0,1.0
120010,BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,59.0,1.0
117945,BNP PARIBAS LOW DURATION FUND GROWTH OPTION,59.0,1.0
117946,BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,59.0,1.0
117947,BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,59.0,1.0
120007,BNP Paribas LOW DURATION Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,59.0,1.0
120008,BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option,59.0,1.0
113526,BNP PARIBAS Flexi Debt Fund-Regular Plan A - Growth Option,59.0,1.0
117957,BNP Paribas Flexi Debt Fund Growth Option,59.0,1.0
119992,BNP Paribas Flexi Debt Fund - Direct Plan - Growth Option,59.0,1.0
119993,BNP Paribas Flexi Debt Fund - Direct Plan - Half Yearly Income Distribution cum Capital Withdrawal Option,59.0,1.0
119994,BNP Paribas Flexi Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,59.0,1.0
119995,BNP Paribas Flexi Debt Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,59.0,1.0
